Date,portval,profit
2017-10-04,23926.322423451267,13926.322423451267
2017-10-05,23966.874082334733,13966.874082334733
2017-10-06,23966.874082334733,13966.874082334733
2017-10-09,24026.90143028392,14026.90143028392
2017-10-10,24077.784077164502,14077.784077164502
2017-10-11,24194.96950256252,14194.969502562519
2017-10-12,24233.127745160888,14233.127745160888
2017-10-13,24392.91194872211,14392.91194872211
2017-10-16,24373.329688582377,14373.329688582377
2017-10-17,24267.47579984865,14267.47579984865
2017-10-18,24380.605685041355,14380.605685041355
2017-10-19,24334.681388153902,14334.681388153902
2017-10-20,24470.04252300195,14470.04252300195
2017-10-23,24639.185435886102,14639.185435886102
2017-10-24,24785.346634906447,14785.346634906447
2017-10-25,24731.111905797567,14731.111905797567
2017-10-26,24571.087308739716,14571.087308739716
2017-10-27,24430.071833903225,14430.071833903225
2017-10-30,24257.786272733818,14257.786272733818
2017-10-31,24394.70090840369,14394.70090840369
2017-11-01,24360.64361692622,14360.64361692622
2017-11-02,24389.540940678686,14389.540940678686
2017-11-03,24389.540940678686,14389.540940678686
2017-11-06,24347.57147493405,14347.571474934051
2017-11-07,24438.680788334896,14438.680788334896
2017-11-08,24444.266967276682,14444.266967276682
2017-11-09,24353.17668567857,14353.176685678569
2017-11-10,24234.196946835604,14234.196946835604
2017-11-13,24278.88078757064,14278.88078757064
2017-11-14,24451.823708441414,14451.823708441414
2017-11-15,24386.526888905835,14386.526888905835
2017-11-16,24455.957125020403,14455.957125020403
2017-11-17,24476.007100090268,14476.007100090268
2017-11-20,24513.221359593303,14513.221359593303
2017-11-21,24679.731148730618,14679.731148730618
2017-11-22,24712.068030233502,14712.068030233502
2017-11-24,24704.916841437953,14704.916841437953
2017-11-27,24680.779115955233,14680.779115955233
2017-11-28,24795.046103671993,14795.046103671993
2017-11-29,24996.00707827974,14996.007078279741
2017-11-30,25047.596823397234,15047.596823397234
2017-12-01,25332.817535972445,15332.817535972445
2017-12-04,25332.817535972445,15332.817535972445
2017-12-05,25149.826612903627,15149.826612903627
2017-12-06,25055.741819024675,15055.741819024675
2017-12-07,25107.495787518128,15107.495787518128
2017-12-08,25238.024208010476,15238.024208010476
2017-12-11,25354.32215929796,15354.32215929796
2017-12-12,25509.138746089047,15509.138746089047
2017-12-13,25502.2897100664,15502.289710066401
2017-12-14,25776.11596299412,15776.115962994121
2017-12-15,25833.42303453535,15833.42303453535
2017-12-18,25860.49762274027,15860.49762274027
2017-12-19,25951.027364286063,15951.027364286063
2017-12-20,26012.383594027662,16012.383594027662
2017-12-21,25924.48860643511,15924.488606435109
2017-12-22,25855.61040044594,15855.610400445941
2017-12-26,25771.84957792128,15771.849577921279
2017-12-27,25868.752196470276,15868.752196470276
2017-12-28,25955.986434432358,15955.986434432358
2017-12-29,26015.095912458797,16015.095912458797
2018-01-02,25958.96106251054,15958.961062510542
2018-01-03,25958.96106251054,15958.961062510542
2018-01-04,26087.304993229063,16087.304993229063
2018-01-05,26170.173311266688,16170.173311266688
2018-01-08,26294.060043730144,16294.060043730144
